Sales_Invoice_No,Sales_Invoice_Date,Month_Year,Customer_Code,Customer_Name,Customer_Location,Item,Prod_Code,Prod_Description,QTY,Unit,QTY_DISC,Net_Qty,RATE,Sale_Value,GST_Rate,GST_Value,Total_Invoice_Value,Receivables,Due_Date,Payment_Received_Date,Payment_Status,Age,Credit_Period,Overdue_Status
UCPL/23-24/356,45069,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Atta,ATTA100,ANNP WH-FF 1KG LP RL,1800.0,Kg,,1800.0,52.16,93888.0,0.05,4694.4,98582.4,98582.4,45099,45075.0,Due,222,30,More than 180 days
UCPL/23-24/357,45069,52023,CUS00012,"CFA - SITARAM TRADING CO.,",KERALA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,10625.0,Kg,,10625.0,13.99,148643.75,0.0,0.0,148643.75,148643.75,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/357,45069,52023,CUS00012,"CFA - SITARAM TRADING CO.,",KERALA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,625.0,Kg,,625.0,12.07,7543.75,0.0,0.0,7543.75,7543.75,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/358,45069,52023,CUS00012,"CFA - SITARAM TRADING CO.,",KERALA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,6750.0,Kg,,6750.0,13.99,94432.5,0.0,0.0,94432.5,94432.5,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/359,45069,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,22500.0,Kg,,22500.0,11.84,266400.0,0.0,0.0,266400.0,266400.0,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/359,45069,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt-C,ANNW100,CC 1 kg * 25kg pack  New Code,8100.0,Kg,,8100.0,12.04,97524.0,0.0,0.0,97524.0,97524.0,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/360,45069,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt-C,ACCZ100,CC 1 kg * 25kg pack  New Code,23500.0,Kg,,23500.0,12.04,282940.0,0.0,0.0,282940.0,282940.0,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/361,45069,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt-C,ACCZ100,CC 1 kg * 25kg pack  New Code,23500.0,Kg,,23500.0,12.04,282940.0,0.0,0.0,282940.0,282940.0,45099,45072.0,Due,222,30,More than 180 days
UCPL/23-24/362,45069,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,15900.0,Kg,,15900.0,50.096,796526.4,0.05,39826.32,836352.72,836352.72,45099,45092.0,Due,222,30,More than 180 days
UCPL/23-24/363,45069,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,8190.0,Kg,,8190.0,50.096,410286.24,0.05,20514.312,430800.552,430800.552,45099,45113.0,Due,222,30,More than 180 days
UCPL/23-24/363,45069,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 1KG LP RL,7710.0,Kg,,7710.0,52.87,407627.7,0.05,20381.385,428009.085,428009.085,45099,45113.0,Due,222,30,More than 180 days
UCPL/23-24/364,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,24375.0,Kg,,24375.0,15.84,386100.0,0.0,0.0,386100.0,386100.0,45100,45076.0,Due,221,30,More than 180 days
UCPL/23-24/365,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,9000.0,Kg,,9000.0,15.84,142560.0,0.0,0.0,142560.0,142560.0,45100,45076.0,Due,221,30,More than 180 days
UCPL/23-24/365,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,9000.0,Kg,,9000.0,12.99,116910.0,0.0,0.0,116910.0,116910.0,45100,45076.0,Due,221,30,More than 180 days
UCPL/23-24/366,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,7625.0,Kg,,7625.0,15.84,120780.0,0.0,0.0,120780.0,120780.0,45100,,Due,221,30,More than 180 days
UCPL/23-24/366,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,14000.0,Kg,,14000.0,12.99,181860.0,0.0,0.0,181860.0,181860.0,45100,,Due,221,30,More than 180 days
UCPL/23-24/366,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,1250.0,Kg,,1250.0,16.18,20225.0,0.0,0.0,20225.0,20225.0,45100,,Due,221,30,More than 180 days
UCPL/23-24/366,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,-7625.0,Kg,,-7625.0,15.84,-120780.0,0.0,0.0,-120780.0,-120780.0,45100,,Due,221,30,More than 180 days
UCPL/23-24/366,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,-14000.0,Kg,,-14000.0,12.99,-181860.0,0.0,0.0,-181860.0,-181860.0,45100,,Due,221,30,More than 180 days
UCPL/23-24/366,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,-1250.0,Kg,,-1250.0,16.18,-20225.0,0.0,0.0,-20225.0,-20225.0,45100,,Due,221,30,More than 180 days
UCPL/23-24/367,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,7625.0,Kg,,7625.0,15.84,120780.0,0.0,0.0,120780.0,120780.0,45100,45076.0,Due,221,30,More than 180 days
UCPL/23-24/367,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,14000.0,Kg,,14000.0,12.99,181860.0,0.0,0.0,181860.0,181860.0,45100,45076.0,Due,221,30,More than 180 days
UCPL/23-24/367,45070,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,2500.0,Kg,,2500.0,16.18,40450.0,0.0,0.0,40450.0,40450.0,45100,45076.0,Due,221,30,More than 180 days
UCPL/23-24/368,45071,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,11500.0,Kg,,11500.0,15.84,182160.0,0.0,0.0,182160.0,182160.0,45101,45076.0,Due,220,30,More than 180 days
UCPL/23-24/368,45071,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,6500.0,Kg,,6500.0,12.99,84435.0,0.0,0.0,84435.0,84435.0,45101,45076.0,Due,220,30,More than 180 days
UCPL/23-24/369,45071,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,24025.0,Kg,,24025.0,12.99,312084.75,0.0,0.0,312084.75,312084.75,45101,45076.0,Due,220,30,More than 180 days
UCPL/23-24/370,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,6270.0,Kg,,6270.0,52.87,331494.9,0.05,16574.745,348069.645,348069.645,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/371,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,7710.0,Kg,,7710.0,52.87,407627.7,0.05,20381.385,428009.085,428009.085,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/372,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,13980.0,Kg,,13980.0,50.096,700342.08,0.05,35017.104,735359.184,735359.184,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/373,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,13980.0,Kg,,13980.0,50.096,700342.08,0.05,35017.104,735359.184,735359.184,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/374,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,15900.0,Kg,,15900.0,52.87,840633.0,0.05,42031.65,882664.65,882664.65,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/375,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 10KG,6000.0,Kg,,6000.0,48.798,292788.0,0.05,14639.4,307427.4,307427.4,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/375,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 1KG LP RL,7980.0,Kg,,7980.0,52.87,421902.6,0.05,21095.13,442997.73,442997.73,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/376,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,18000.0,Kg,,18000.0,52.87,951660.0,0.05,47583.0,999243.0,999243.0,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/377,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,23040.0,Kg,,23040.0,50.096,1154211.84,0.05,57710.592,1211922.432,1211922.432,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/377,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 1KG LP RL,960.0,Kg,,960.0,52.87,50755.2,0.05,2537.76,53292.96,53292.96,45102,45113.0,Due,219,30,More than 180 days
UCPL/23-24/378,45072,52023,CUS00014,HINDUSTAN UNILEVER LIMITED,ANDHRA PRADESH (NEW),Atta,ATTC100,ANNP WH-FF 1KG LP RL,15900.0,Kg,,15900.0,52.16,829344.0,0.05,41467.2,870811.2,870811.2,45102,45146.0,Due,219,30,More than 180 days
UCPL/23-24/379,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 10KG,18000.0,Kg,,18000.0,48.798,878364.0,0.05,43918.2,922282.2,922282.2,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/380,45072,52023,CUS00004,Linfox Logistics (I) P Ltd,TAMIL NADU,Atta,ATTB100,ANNP WH-FF 5KG LP RL,6990.0,Kg,,6990.0,54.284,379445.16,0.05,18972.258,398417.418,398417.418,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/380,45072,52023,CUS00004,Linfox Logistics (I) P Ltd,TAMIL NADU,Atta,ATTB100,ANNP WH-FF 1KG LP RL,10980.0,Kg,,10980.0,53.08,582818.4,0.05,29140.92,611959.32,611959.32,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/381,45072,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,24000.0,Kg,,24000.0,50.096,1202304.0,0.05,60115.2,1262419.2,1262419.2,45102,45076.0,Due,219,30,More than 180 days
UCPL/23-24/382,45073,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,24025.0,Kg,,24025.0,12.99,312084.75,0.0,0.0,312084.75,312084.75,45103,45076.0,Due,218,30,More than 180 days
UCPL/23-24/383,45073,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 5KG LP RL,12000.0,Kg,,12000.0,50.096,601152.0,0.05,30057.6,631209.6,631209.6,45103,45080.0,Due,218,30,More than 180 days
UCPL/23-24/383,45073,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTB100,ANNP WH-FF 1KG LP RL,3900.0,Kg,,3900.0,52.87,206193.0,0.05,10309.65,216502.65,216502.65,45103,45080.0,Due,218,30,More than 180 days
UCPL/23-24/384,45073,52023,CUS00014,HINDUSTAN UNILEVER LIMITED,ANDHRA PRADESH (NEW),Atta,ATTC100,ANNP WH-FF 1KG LP RL,15900.0,Kg,,15900.0,52.16,829344.0,0.05,41467.2,870811.2,870811.2,45103,45143.0,Due,218,30,More than 180 days
UCPL/23-24/385,45073,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,18000.0,Kg,,18000.0,52.87,951660.0,0.05,47583.0,999243.0,999243.0,45103,45083.0,Due,218,30,More than 180 days
UCPL/23-24/386,45073,52023,CUS00014,HINDUSTAN UNILEVER LIMITED,ANDHRA PRADESH (NEW),Atta,ATTB100,ANNP WH-FF 5KG LP RL,5700.0,Kg,,5700.0,50.808,289605.6,0.05,14480.28,304085.88,304085.88,45103,45146.0,Due,218,30,More than 180 days
UCPL/23-24/386,45073,52023,CUS00014,HINDUSTAN UNILEVER LIMITED,ANDHRA PRADESH (NEW),Atta,ATTB100,ANNP WH-FF 1KG LP RL,10200.0,Kg,,10200.0,52.16,532032.0,0.05,26601.6,558633.6,558633.6,45103,45146.0,Due,218,30,More than 180 days
UCPL/23-24/387,45074,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,14100.0,Kg,,14100.0,52.87,745467.0,0.05,37273.35,782740.35,782740.35,45104,45080.0,Due,217,30,More than 180 days
UCPL/23-24/388,45074,52023,CUS00014,HINDUSTAN UNILEVER LIMITED,ANDHRA PRADESH (NEW),Atta,ATTB100,ANNP WH-FF 5KG LP RL,6000.0,Kg,,6000.0,50.808,304848.0,0.05,15242.4,320090.4,320090.4,45104,45146.0,Due,217,30,More than 180 days
UCPL/23-24/388,45074,52023,CUS00014,HINDUSTAN UNILEVER LIMITED,ANDHRA PRADESH (NEW),Atta,ATTB100,ANNP WH-FF 1KG LP RL,12000.0,Kg,,12000.0,52.16,625920.0,0.05,31296.0,657216.0,657216.0,45104,45146.0,Due,217,30,More than 180 days
UCPL/23-24/389,45050,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 10KG,6300.0,Kg,,6300.0,48.8,307440.0,0.05,15372.0,322812.0,322812.0,45080,45080.0,Due,241,30,More than 180 days
UCPL/23-24/389,45050,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 5KG LP RL,3000.0,Kg,,3000.0,50.1,150300.0,0.05,7515.0,157815.0,157815.0,45080,45080.0,Due,241,30,More than 180 days
UCPL/23-24/389,45050,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 10KG,0.0,Kg,,0.0,48.8,0.0,0.05,0.0,0.0,0.0,45080,45080.0,On time,0,30,Fully Paid
UCPL/23-24/389,45050,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 5KG LP RL,0.0,Kg,,0.0,50.1,0.0,0.05,0.0,0.0,0.0,45080,45080.0,On time,0,30,Fully Paid
UCPL/23-24/390,45075,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,12500.0,Kg,,12500.0,15.84,198000.0,0.0,0.0,198000.0,198000.0,45105,45113.0,Due,216,30,More than 180 days
UCPL/23-24/390,45075,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,3750.0,Kg,,3750.0,12.99,48712.5,0.0,0.0,48712.5,48712.5,45105,45113.0,Due,216,30,More than 180 days
UCPL/23-24/391,45075,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNY100,ANNP IODPD SALT 500G,1250.0,Kg,,1250.0,16.18,20225.0,0.0,0.0,20225.0,20225.0,45105,45083.0,Due,216,30,More than 180 days
UCPL/23-24/391,45075,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt-C,ANNY100,CC 1 kg * 25kg pack  New Code,500.0,Kg,,500.0,15.74,7870.0,0.0,0.0,7870.0,7870.0,45105,45083.0,Due,216,30,More than 180 days
UCPL/23-24/392,45076,52023,CUS00004,Linfox Logistics (I) P Ltd,TAMIL NADU,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,6000.0,Kg,,6000.0,15.84,95040.0,0.0,0.0,95040.0,95040.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/392,45076,52023,CUS00004,Linfox Logistics (I) P Ltd,TAMIL NADU,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,12000.0,Kg,,12000.0,12.99,155880.0,0.0,0.0,155880.0,155880.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/393,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,15750.0,Kg,,15750.0,15.84,249480.0,0.0,0.0,249480.0,249480.0,45106,45113.0,Due,215,30,More than 180 days
UCPL/23-24/393,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,6500.0,Kg,,6500.0,12.99,84435.0,0.0,0.0,84435.0,84435.0,45106,45113.0,Due,215,30,More than 180 days
UCPL/23-24/394,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNY100,ANNP IODPD SALT 500G,2000.0,Kg,,2000.0,16.18,32360.0,0.0,0.0,32360.0,32360.0,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/395,45076,52023,CUS00009,CSA-Hindustan Unilever Limited,TAMIL NADU,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,4000.0,Kg,,4000.0,15.84,63360.0,0.0,0.0,63360.0,63360.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/395,45076,52023,CUS00009,CSA-Hindustan Unilever Limited,TAMIL NADU,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,10000.0,Kg,,10000.0,12.99,129900.0,0.0,0.0,129900.0,129900.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/395,45076,52023,CUS00009,CSA-Hindustan Unilever Limited,TAMIL NADU,Salt,ANNW100,ANNP IODPD SALT 500G,4000.0,Kg,,4000.0,16.18,64720.0,0.0,0.0,64720.0,64720.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/396,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,11450.0,Kg,,11450.0,15.84,181368.0,0.0,0.0,181368.0,181368.0,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/396,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,12750.0,Kg,,12750.0,12.99,165622.5,0.0,0.0,165622.5,165622.5,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/397,45076,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,18000.0,Kg,,18000.0,52.16,938880.0,0.05,46944.0,985824.0,985824.0,45106,,Due,215,30,More than 180 days
UCPL/23-24/397,45076,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,-18000.0,Kg,,-18000.0,52.16,-938880.0,0.05,-46944.0,-985824.0,-985824.0,45106,,Due,215,30,More than 180 days
UCPL/23-24/398,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,11000.0,Kg,,11000.0,15.84,174240.0,0.0,0.0,174240.0,174240.0,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/398,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,1250.0,Kg,,1250.0,16.18,20225.0,0.0,0.0,20225.0,20225.0,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/399,45076,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,18000.0,Kg,,18000.0,52.16,938880.0,0.05,46944.0,985824.0,985824.0,45106,45142.0,Due,215,30,More than 180 days
UCPL/23-24/400,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,10850.0,Kg,,10850.0,15.84,171864.0,0.0,0.0,171864.0,171864.0,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/400,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,1250.0,Kg,,1250.0,16.18,20225.0,0.0,0.0,20225.0,20225.0,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/401,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,10000.0,Kg,,10000.0,15.84,158400.0,0.0,0.0,158400.0,158400.0,45106,45113.0,Due,215,30,More than 180 days
UCPL/23-24/401,45076,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,8000.0,Kg,,8000.0,12.99,103920.0,0.0,0.0,103920.0,103920.0,45106,45113.0,Due,215,30,More than 180 days
UCPL/23-24/402,45076,52023,CUS00001,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,TELANGANA,Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,24025.0,Kg,,24025.0,12.99,312084.75,0.0,0.0,312084.75,312084.75,45106,45092.0,Due,215,30,More than 180 days
UCPL/23-24/403,45076,52023,CUS00010,"HUL - VABH JIT Bhilad,CFA - Mahindra Logistics Ltd.,",GUJARAT,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,23500.0,Kg,,23500.0,11.84,278240.0,0.0,0.0,278240.0,278240.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/404,45076,52023,CUS00010,"HUL - VABH JIT Bhilad,CFA - Mahindra Logistics Ltd.,",GUJARAT,Salt-C,ACCZ100,CC 1 kg * 25kg pack  New Code,23500.0,Kg,,23500.0,12.04,282940.0,0.0,0.0,282940.0,282940.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/405,45076,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt-C,ACCZ100,CC 1 kg * 25kg pack  New Code,3800.0,Kg,,3800.0,12.04,45752.0,0.0,0.0,45752.0,45752.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/405,45076,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt,ACCZ100,Anp 1 kg * 25kg pack  Relaunch,25000.0,Kg,,25000.0,11.84,296000.0,0.0,0.0,296000.0,296000.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/405,45076,52023,CUS00011,C/O Mahalaxmi Enterprises,MAHARASHTRA,Salt,ACCZ100,ANNP IODPD SALT 450g Relaunch,1800.0,Kg,,1800.0,15.17777778,27320.0,0.0,0.0,27320.0,27320.0,45106,45080.0,Due,215,30,More than 180 days
UCPL/23-24/406,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTC100,ANNP WH-FF 1KG LP RL,18000.0,Kg,,18000.0,52.87,951660.0,0.05,47583.0,999243.0,999243.0,45107,45080.0,Due,214,30,More than 180 days
UCPL/23-24/407,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Atta,ATTA100,ANNP WH-FF 10KG,18000.0,Kg,,18000.0,48.798,878364.0,0.05,43918.2,922282.2,922282.2,45107,45080.0,Due,214,30,More than 180 days
UCPL/23-24/408,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,11325.0,Kg,,11325.0,15.84,179388.0,0.0,0.0,179388.0,179388.0,45107,45128.0,Due,214,30,More than 180 days
UCPL/23-24/408,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,11625.0,Kg,,11625.0,12.99,151008.75,0.0,0.0,151008.75,151008.75,45107,45128.0,Due,214,30,More than 180 days
UCPL/23-24/408,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,1250.0,Kg,,1250.0,16.18,20225.0,0.0,0.0,20225.0,20225.0,45107,45128.0,Due,214,30,More than 180 days
UCPL/23-24/409,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,17150.0,Kg,,17150.0,15.84,271656.0,0.0,0.0,271656.0,271656.0,45107,45080.0,Due,214,30,More than 180 days
UCPL/23-24/409,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,Anp Crystal 1 * 25 kg Relaunch,6000.0,Kg,,6000.0,12.99,77940.0,0.0,0.0,77940.0,77940.0,45107,45080.0,Due,214,30,More than 180 days
UCPL/23-24/409,45077,52023,CUS00003,CFACHK-Linfox Logistics (I) Pvt Ltd,KARNATAKA,Salt,ANNW100,ANNP IODPD SALT 500G,500.0,Kg,,500.0,16.18,8090.0,0.0,0.0,8090.0,8090.0,45107,45080.0,Due,214,30,More than 180 days
